time,depth,latitude,longitude,so,thetao,vo,zos,uo
2026-01-29 23:00:00,0.494025,57.0,26.583345,,,,,
2026-01-29 23:00:00,0.494025,57.0,26.666677,,,,,
2026-01-29 23:00:00,0.494025,57.0,26.750011,,,,,
2026-01-29 23:00:00,0.494025,57.0,26.833345,,,,,
2026-01-29 23:00:00,0.494025,57.0,26.916677,,,,,
2026-01-29 23:00:00,0.494025,57.0,27.000011,,,,,
2026-01-29 23:00:00,0.494025,57.0,27.083345,,,,,
2026-01-29 23:00:00,0.494025,57.0,27.166677,,,,,
2026-01-29 23:00:00,0.494025,57.0,27.250011,,,,,
2026-01-29 23:00:00,0.494025,57.0,27.333345,,,,,
2026-01-29 23:00:00,0.494025,57.0,27.416677,,,,,
2026-01-29 23:00:00,0.494025,57.0,27.500011,,,,,
2026-01-29 23:00:00,0.494025,57.0,27.583345,,,,,
2026-01-29 23:00:00,0.494025,57.0,27.666677,,,,,
2026-01-29 23:00:00,0.494025,57.0,27.750011,,,,,
2026-01-29 23:00:00,0.494025,57.0,27.833345,,,,,
2026-01-29 23:00:00,0.494025,57.0,27.916677,,,,,
2026-01-29 23:00:00,0.494025,57.0,28.000011,,,,,
2026-01-29 23:00:00,0.494025,57.0,28.083345,,,,,
2026-01-29 23:00:00,0.494025,57.0,28.16668,,,,,
2026-01-29 23:00:00,0.494025,57.0,28.250011,,,,,
2026-01-29 23:00:00,0.494025,57.0,28.333345,,,,,
2026-01-29 23:00:00,0.494025,57.0,28.41668,,,,,
2026-01-29 23:00:00,0.494025,57.0,28.500011,,,,,
2026-01-29 23:00:00,0.494025,57.0,28.583345,,,,,
2026-01-29 23:00:00,0.494025,57.0,28.66668,,,,,
2026-01-29 23:00:00,0.494025,57.0,28.750011,,,,,
2026-01-29 23:00:00,0.494025,57.0,28.833345,,,,,
2026-01-29 23:00:00,0.494025,57.0,28.91668,,,,,
2026-01-29 23:00:00,0.494025,57.0,29.000011,,,,,
2026-01-29 23:00:00,0.494025,57.0,29.083345,,,,,
2026-01-29 23:00:00,0.494025,57.0,29.16668,,,,,
2026-01-29 23:00:00,0.494025,57.0,29.250011,,,,,
2026-01-29 23:00:00,0.494025,57.0,29.333345,,,,,
2026-01-29 23:00:00,0.494025,57.0,29.41668,,,,,
2026-01-29 23:00:00,0.494025,57.0,29.500011,,,,,
2026-01-29 23:00:00,0.494025,57.0,29.583345,,,,,
2026-01-29 23:00:00,0.494025,57.0,29.66668,,,,,
2026-01-29 23:00:00,0.494025,57.0,29.750011,,,,,
